title,text
US bill to halt sales of riot gear to HK blasted,"China slammed some United States lawmakers for displaying a double standard on Wednesday over a bill they introduced to stop sales of nonlethal crowd control equipment to Hong Kong, urging them to stop indulging violence and crime.
""It is exactly because of some US politicians' indulgence and support that anti-China people and chaos creators in Hong Kong act so unscrupulously and brazenly,"" Foreign Ministry spokeswoman Hua Chunying said of the bill.
The legislation was announced on Tuesday and is sponsored by three US lawmakers, the South China Morning Post reported. If passed, the bill would prohibit US companies from exporting nonlethal crowd control items like tear gas, as well as defense articles and services, to Hong Kong, it reported.
Speaking of the situation in the Hong Kong Special Administrative Region, Hua said it is very clear what is right and what is wrong, and more and more international mainstream media are reporting the truth after conducting interviews in the city.
""Where is the rule of law that you value when radical and violent people attack brutally and harm Hong Kong police and disrupt the airport and railway? Where are the human rights that you parade when personal information of hundreds of police officers and their family members were illegally disclosed, and they were exposed to wild bullying and intimidation online?
""Where is the freedom you advocate when people with different points of view were chased, beaten, besieged, confined and hurt by masked people in black?"" Hua asked the politicians.
The US lawmakers are mischaracterizing the violence and slandering the Hong Kong police's law enforcement with restraint, which is ""the greatest profanation of freedom, democracy and human rights,"" she added.
Citing protests in the US, including those in Portland, Oregon, Hua said, ""Will these US lawmakers be so kind if what is happening in Hong Kong happened in the US?""
They should stop their dangerous play with issues concerning Hong Kong, as such attempts will only backfire, the spokeswoman said.
wangqingyun@chinadaily.com.cn
Credit: Wang Qingyun"
Returning to rule of law 'only way' for HKSAR,"Principle of 'one country, two systems' protects State sovereignty, city's stability
Returning to the rule of law is the only way to solve the current problem in Hong Kong, a leading legislator and legal scholar on the mainland said on Thursday as Hong Kong's silent majority raised their voices against violence.
The rule of law is the basic consensus and core value of Hong Kong society, but the recent series of violent incidents has seriously damaged the rule of law and hurt the feelings of people around the country, said Han Dayuan, a member of Hong Kong Basic Law Committee under the Standing Committee of the National People's Congress, the country's top legislature.
Illegal gatherings and acts of violence have continued in Hong Kong, including the assaults on two mainland residents, one of them a reporter, by radicals at Hong Kong International Airport on Tuesday. A total of 748 people have been arrested in violent protests since June 9, the Hong Kong police said on Thursday.
""The airport violence was an open challenge to the rule of law and seriously damaged Hong Kong as a society under the rule of law,"" said Han, also a professor at the Law School of Renmin University of China and director of the university's law institute on the ""one country, two systems"" principle.
""Faced with such serious violence and a split society, the only way to solve the current problem is for the entire society to get back on the track of the rule of law,"" he said. ""I believe this is the basic consensus of the great majority of Hong Kong people.""
Han emphasized that the primary aim of the principle of ""one country, two systems"" and the Basic Law is to safeguard State sovereignty, unity and territory integrity, as well as to maintain the prosperity and stability of Hong Kong.
""Any acts to challenge State sovereignty and unity affects the bottom line of the 'one country, two systems' principle,"" he said.
Laws provide legal backing for central authorities to take action if the HKSAR government cannot control the situation, Han said.
Article 14 of the Garrison Law states that the SAR government can request that the central government let the People's Liberation Army garrison in Hong Kong help maintain local public order.
The Constitution and the Basic Law also grant the NPC Standing Committee the power to judge and directly announce an emergency status for Hong Kong, under which the PLA Hong Kong garrison can perform its duties accordingly, Han said.
However, he emphasized that these are ""preventive institutional or legal provisions"" in laws, and activating such rules needs to meet at least two conditions - that social unrest has threatened national unity or security and that the SAR government is not capable of handling it.
Liu Xiaoming, China's ambassador to the United Kingdom, said on Thursday that should the situation in Hong Kong deteriorate further into unrest that the Hong Kong government cannot control, the central government will not sit on its hands and watch.
""We have enough solutions and enough power within the limits of the Basic Law to quell any unrest swiftly,"" he said during a news conference in London.
More condemnation
On Thursday, more Hong Kong people voiced objections to the escalation of violence at the city's airport.
Several local newspapers published a joint statement from Hong Kong residents on their front pages, urging the city to return to peace and order as soon as possible.
Following a call for strict law enforcement against rioters and any illegal act supporting unrest, the statement said that the government should not approve any march or assembly before the city returns to order. They appealed to parents and teachers not to allow their children and students to participate in unlawful activities.
Another group of 16 celebrities from the city's culture and arts industry, including actress Liza Wong Ming-Chuen, made a similar statement on Thursday. They slammed the unlawful attacks as ""going far beyond the bottom line of a civilized society"".
On Wednesday, NPC deputies and national political advisers from Hong Kong condemned the violent acts. All deputies to the NPC from Hong Kong said in a statement that the violent acts have seriously undermined the core value of the rule of law and undermined the order and tranquility of Hong Kong.
The violence was a heavy blow to the economy and people's livelihoods, and destroyed the good international image and reputation of Hong Kong's security and rule of law, it read.
Many Hong Kong members of the National Committee of the Chinese People's Political Consultative Conference, the country's political advisers, called for Hong Kong law enforcement to investigate and punish rioters in accordance with the law.
Thirteen Hong Kong-based academicians from the Chinese Academy of Sciences and the China Engineering Academy on Wednesday also warned that extremely violent acts will destroy Hong Kong's future.
Shadow Li, Kathy Zhang in Hong Kong, and Han Baoyi in London contributed to this story.
Contact the writers at zhangyi1@chinadaily.com.cn
Credit: Zhang Yi in Beijing and Gu Mengyan in Hong Kong"
Lam: Sovereignty threats intolerable,"Any act advocating Hong Kong's independence or threatening China's sovereignty, security and development interests will not be tolerated, Hong Kong Chief Executive Carrie Lam Cheng Yuet-ngor said on Wednesday.
In her 2019 Policy Address, Lam reiterated her commitment to adherence to the ""one country, two systems"" principle as Hong Kong finds ways to ""emerge from the storm and embrace the rainbow"" amid prolonged chaos across the city.
Lam said the principle has proved to be the best way to ensure the long-term prosperity and stability of Hong Kong since its return to the motherland 22 years ago.
It is also the ""common aspiration"" of the country, the Hong Kong Special Administrative Region and the Chinese people to successfully implement the principle, she said.
""Despite the stormy times and overwhelming difficulties Hong Kong is experiencing, I believe that so long as we accurately adhere to the principle of 'one country, two systems', we will be able to get out of the impasse,"" Lam said.
She stressed the importance of safeguarding the rule of law, ""a core value of paramount importance to Hong Kong"", which is the cornerstone of the city's success.
She also called on all parties to take on their responsibilities to protect Hong Kong's institutional strengths developed by different bodies and organizations.
Lam's policy address comes as Hong Kong has been rocked by months of violent protests. In her speech, the chief executive put forward over 220 new initiatives to address the city's social and economic problems, with a key focus on land and housing. The initiatives also include measures on improving people's livelihoods and economic development.
Hong Kong lawmaker Regina Ip Lau Suk-yee spoke highly of Lam's delivery of the Policy Address.
The nonofficial members of the Executive Council recognized Lam and her government's efforts to solve the city's deep-seated problems, saying Lam's policy address shows their concern for the people.
""We believe that the chief executive has the determination and capability to take forward initiatives that are beneficial to Hong Kong's economy and people's livelihoods. The Executive Council fully supports the government and will continue to offer its advice on the implementation of measures for improving people's livelihoods,"" said Bernard Chan, council convenor.
The Hong Kong General Chamber of Commerce said in a statement that it hopes the proposals laid out by Lam will start paving a path for recovery and reconciliation.
""While we welcome the measures that have been announced in the policy address, there is clearly a lot more work to be done in rebuilding Hong Kong and healing the divisions in society,"" Chamber Chairman Aron Harilela said.
""We hope that the measures set out in the policy address will be a firm step toward this objective.""
sally@chinadailyhk.com
Credit: Zhou Mo in Hong Kong"
Party sets course in document,"Socialism with Chinese characteristics, 'one country, two systems' mapped out
A political document that was recently approved in a Party meeting maps out the socialist system with Chinese characteristics and includes the principle of ""one country, two systems"" as a major part of China's system of governance and an institutional advantage.
The 19th Central Committee of the Communist Party of China approved a decision on major issues concerning how to uphold and improve socialism with Chinese characteristics and to advance the modernization of China's system and capacity for governance at its fourth plenary session in Beijing last month.
The ""one country, two systems"" principle, the document said, is an important means for the Party to lead the people in realizing the peaceful reunification of the country, and it is a great initiative of socialism with Chinese characteristics.
""It is the 'one country, two systems' principle seen in a new light as one of the significant advantages of the socialist system with Chinese characteristics, which shows its importance in the system of Chinese socialism and the governance system,"" said Li Zhenguang, a professor at the Institute of Taiwan Studies at Beijing Union University.
""One country, two systems"" means there is only one China under which the mainland adheres to the socialist system while Hong Kong, Macao and Taiwan may retain their capitalist systems. The State policy was a design by the CPC that has been applied in Hong Kong and Macao since China resumed exercising sovereignty over the two special administrative regions, respectively in 1997 and 1999.
Zhang Xiaoming, director of the Hong Kong and Macao Affairs Office of the State Council, recently said in an explanatory article that the facts have shown that the principle is the best systemic arrangement for Hong Kong and Macao to maintain long-term prosperity and stability, and, like any new thing, it needs to be examined in practice and constantly improved.
Zhang said the powers of the central government, as stipulated in the law, include the interpretation of the Basic Law and the right to declare the SARs as being in a state of war or emergency, and the exercise of these powers must be institutionalized, standardized and procedural.
Meanwhile, the document said, the legal system and enforcement mechanism of the SARs for safeguarding national security should be established and improved, indicating it has not been fully worked out.
Safeguarding national security is the core requirement for implementing the principle and the constitutional responsibility of the SARs, Zhang said, ""It is natural, and there are also practical needs.""
As violence continues to increase in Hong Kong, with anti-government protests entering a sixth month, the city saw radicals openly advocating ""Hong Kong independence"" and actively engaging with foreign political forces.
Zhang said the absence of local legislation under Article 23 of the Basic Law and related executive bodies in Hong Kong has given rise to the emergence of local radical separatist forces, which have become more active in recent years.
Under Article 23, the Hong Kong Special Administrative Region must enact laws on its own to prohibit any act of treason, secession, sedition and subversion against the government of the People's Republic of China.
The Macao Special Administrative Region enacted legislation under Article 23 in 2009 and set up a local commission to safeguard national security last year.
Zhang said there is a ""pressing need"" for the HKSAR to safeguard national security through local legislation and law enforcement.
The requirements of the document to establish a sound legal system and enforcement mechanism indicated that the central leadership has been concerned about the HKSAR's recent unrest in which the acts of some radicals have already jeopardized national security, said Gu Minkang, a member of the Chinese Association of Hong Kong and Macao Studies, China's leading Hong Kong affairs think tank.
There is a legal vacuum on national security in Hong Kong, and the HKSAR government and people of Hong Kong have the responsibility to continue to push forward the legislation, he said.
Lawrence Ma Yan-kwok, chairman of the Hong Kong Legal Exchange Foundation, said to establish a sound legal system and enforcement mechanism requires legal experts to do more research on how the city can enact the law and how to enforce the law after the legislation.
Based on the experience gained through the practice of ""one country, two systems"", the document designed guidelines on how to further improve and promote the practice.
""The document is unprecedented in the history of the Party, which shows the central leadership's resolution in adhering to the principle and its confidence in better governing the two SARs,"" Zhang said in his article. ""How to run Hong Kong and Macao, which adopt the capitalist system under the principle, has been and will be a major task for the CPC in its governance for a long time.""
China will improve mechanisms for integrating Hong Kong and Macao into the overall national development, realizing complementary advantages, according to the document.
""Integration is needed for the country's reform and opening-up, and also an inevitable choice if Hong Kong and Macao are to develop themselves,"" Zhang said.
Hong Kong's development encountered some difficulties, including a shortage of housing and land supply, and a wide gap between the rich and the poor. Macao also saw problems in developing a more diversified economy, which it cannot solve on its own, he said.
""People in Hong Kong and Macao should actively integrate into the overall development of the country, and the central leadership will also further improve the mechanism for them,"" he added.
Li, the Taiwan studies professor, said upholding and improving the ""one country, two systems"" principle will also be a key to deal with the Taiwan issue, which will help to steadily advance the peaceful reunification of the country.
Institutional arrangements for peaceful development will be reached with Taiwan. After the peaceful reunification, the island's social system and lifestyle of the people will be maintained, the document said.
Ma Xiaoguang, spokesman for the State Council Taiwan Affairs Office, said the mainland will consider the actual needs of people at the grassroots level on the island and continue to deepen the integration of the two sides and develop institutional arrangements and policy measures to ensure the well-being of Taiwan compatriots.
The mainland will continue to treat Taiwan residents who live on the mainland the same as it does to local people and will share the mainland's development opportunities with them, he said.
Kathy Zhang in Hong Kong contributed to this story.
zhangyi1@chinadaily.com.cm
Credit: Zhang Yi"
Beijing says no links between HK violence and freedom of speech,"The Foreign Ministry said on Tuesday the extreme, violent incidents that happened in the Hong Kong Special Administrative Region over the weekend had nothing to do with freedom of speech or assembly, but are unlawful acts that challenge the bottom line of the ""one country, two systems"" principle.
Hua Chunying, ministry spokeswoman and director-general of its Information Department, made the remark a day after the United States Department of State expressed concern over recent protests in Hong Kong and urged the SAR government to respect people's freedom of speech and assembly.
In the ministry's daily news conference in Beijing, Hua stressed that the unlawful acts in Hong Kong have undermined the city's rule of law and violated the SAR's Basic Law and other local laws.
She said that the central government supports the SAR government in exercising law-based governance and supports the police in bringing offenders to justice in accordance with the laws to safeguard Hong Kong's law and order.
Hua said that people from various sectors in Hong Kong have peacefully assembled to denounce violent acts. The central government believes most Hong Kong residents have a clear understanding of the nature of and hazards presented by radical protesters' violent and unlawful acts for the community.
She reiterated that the HKSAR is part of China, and the country firmly opposes any foreign intervention in the SAR's affairs, referring to foreign countries' false remarks and allegedly secret manipulation by the US behind the city's recent protests.
On Sunday, Hong Kong saw violent incidents in two separate locations following a peaceful protest against the now-suspended extradition law amendments. Radical protesters besieged the Liaison Office of the Central People's Government in the HKSAR. They defaced the national emblem mounted at the entrance and sprayed offensive graffiti on the outer wall.
Later that night, a group of men indiscriminately attacked protesters, journalists and passersby in Yuen Long, a densely populated area in the northwestern New Territories, leaving 45 people injured. At least six were arrested.
Also on Tuesday, a spokesman for the ministry's Office of the Commissioner in the HKSAR expressed firm opposition to ""false remarks"", urging the United States to immediately stop sending out wrong signals on violent and illegal acts in Hong Kong.
The spokesman stated that it is widely recognized that the ""one country, two systems"" principle has been faithfully implemented since the return of Hong Kong, and that people of Hong Kong enjoy unprecedentedly extensive democratic rights and freedoms in accordance with the law.
The US accusation of ""erosion of Hong Kong's autonomy"" is a biased and groundless smear attempt driven by political motives, the spokesman said.
heshusi@chinadailyhk.com
Credit: He Shusi in Hong Kong"
Foreign media 'confused' Hong Kong situation,"A senior Singaporean government official said international news media outlets have presented a ""confused, muddied"" picture of the situation in Hong Kong with ""superficial analyses"", and Singapore is not benefiting from troubles in China's special administrative region.
""If you look at it internationally, outsiders looking in, I think a confused, muddied picture has been presented because international news organizations have dealt with very superficial analyses, and engaged in labeling,"" Minister for Law and Home Affairs K. Shanmugam told Hong Kong's South China Morning Post and Singapore's Lianhe Zaobao.
The ongoing unrest has led to reports that some wealthy businesspeople based in Hong Kong have begun moving their assets overseas, and Singapore was a beneficiary, the South China Morning Post reported.
But Shanmugam said he did not believe that Singapore was benefiting from the turmoil in Hong Kong.
""We benefit from stability across the region, including Hong Kong,"" he said. ""If China does well, Hong Kong does well, the region does well, we do well.""
Shanmugam also said that China's system selects competent, good people in the government, and that not enough credit is given to China's major achievement of lifting hundreds of millions of people out of poverty over the past three decades.
""No country has done that in history, in 35 years,"" he said. ""Could that have been achieved under any of the other systems? The Chinese leaders will also ask you about the well-being of the people in China. Is there a system, a political system that can do better for the people of China, compared to the current system?""
The Democratic People's Republic of Korea also expressed its support for China over its handling of the ongoing protests in Hong Kong.
""It is our principled stand that any country, entity and individual should not be allowed to destroy the sovereignty and security of China and 'one country, two systems' as Hong Kong is Hong Kong of China,"" a DPRK Foreign Ministry spokesperson said on Sunday, the official Korean Central News Agency reported.
Contact the writers at xiaohong@chinadailyusa.com
Credit: Hong Xiao in New York and Cao Desheng in Beijing"
HK residents cherish peace and order,"An opinion poll held during a major rally held in Hong Kong last weekend showed most participants hoped that the city's police would strengthen law enforcement and restore its peace and order, the rally's organizer and pollster local think tank PolitiHK Social Strategic said on Thursday.
The think tank said the rally's participants called for stricter law enforcement by the police and an investigation into the rioters' legal liability in the series of anti-extradition bill protests in the past two months.
The results also indicated that the organizers of those violent demonstrations should be held accountable for the damage made to public facilities and pay for the losses incurred, as they have allowed the protests to turn violent and disruptive.
""We collected and summarized those opinions so that different voices of Hong Kong people can be heard,"" said Innes Tang Tak-shing, chairman of PolitiHK Social Strategic. Those demands were collected through various channels, including on-site polls and online platforms, he added.
The think tank has organized two mass assemblies to support the police. They were attended by 165,000 and 90,000 people on June 30 and Aug 3, respectively.
Also on Thursday, more than 100 people attended a rally at Tsim Sha Tsui Star Ferry Pier to pay respect to the national flag.
The rally was held in response to a series of violent protests that have seen the national flag desecrated and national dignity undermined. A spokesman for the organizers of the rally said the ""one country, two systems"" principle is now facing its biggest challenge in two decades as black-clad protesters tossed the national flag into the sea twice and blatantly defaced the national emblem.
Calling them ""extremely arrogant and unscrupulous rioters"", the spokesman added, ""What awaits them will be heavy legal liabilities and indelible shame in history.""
According to the National Flag and National Emblem Ordinance of the Hong Kong Special Administrative Region, ""a person who desecrates the national flag or national emblem by publicly and willfully burning, mutilating, scrawling on, defiling or trampling on it"" commits an offense and is liable on conviction to a fine and imprisonment for three years.
At the rally, a 70-year-old retired public school teacher, surnamed Cheung, who brought his two grandchildren, said: ""I want to send the message that Hong Kong is part of China and we should all cherish peace and order.""
A businessman, surnamed Wong, delayed his regular commute between Hong Kong and Shenzhen to attend the rally. ""Radical acts are intolerable. The police should be resolute in enforcing the law,"" he said.
China Daily"
Mainland authority: Taiwan losing 'ties' a trend,"The Taiwan affairs authority of the mainland said on Wednesday that it's a trend that more countries will build diplomatic ties with the Chinese mainland, after two Pacific nations decided to switch diplomatic recognition from Taipei to Beijing based on the one-China principle.
Last week, the Solomon Islands severed official ties with Taiwan and established diplomatic relations with the mainland. Kiribati also announced plans it would resume ties with the mainland. So far, 179 countries have diplomatic ties with the Chinese mainland.
The Taiwan authority said recently that it will consider increasing aid for countries with ""diplomatic ties"" with the island including Nauru, Tuvalu, Marshall Islands and Palau to ensure stable relationships.
Ma Xiaoguang, spokesman for the State Council Taiwan Affairs Office, said the move by the Taiwan authority shows who is engaged in ""money diplomacy"".
""Adhering to the one-China principle is the trend of history, which is unstoppable. More countries choose to establish diplomatic relations with us, and this trend will continue,"" he said.
Meanwhile, Ma also condemned the United States' obstruction of the Solomon Islands' move to cut ""ties"" with the island and its support for Taiwan in defending its international space.
""The Taiwan question is China's internal affair,"" he said. ""The US should abide by the one-China principle and properly handle Taiwan-related issues.""
The Democratic Progress Party, the ruling party of the island, and some Taiwan organizations will organize a public parade this month in Taiwan to support the protests in Hong Kong, the island media reported.
In response, Ma said, ""It is more proof of the DPP's meddling in Hong Kong affairs and their attempt to destabilize Hong Kong.""
""The DPP authorities and 'Taiwan independence' forces, for their own benefit, have ignored the welfare of the people of Hong Kong and Taiwan and added fuel to the flames.""
In the past three months, radical demonstrations and violent attacks in Hong Kong have seriously undermined the city's prosperity and stability, challenged the rule of law and social order and violated the bottom line of the principle of ""one country, two systems"".
A few activists continue to carry out violent activities and even openly advocate ""Hong Kong independence"", arousing the strong indignation of Chinese people at home and abroad, Ma said.
At present, ""stop violence and restore order"" has become the most extensive consensus of all sectors of Hong Kong society, he said.
Ma warned the DPP authorities and ""Taiwan independence"" forces to stop meddling in Hong Kong affairs and undermining cross-Straits relations.
""Those who start a fire will burn themselves,"" he added.
zhangyi1@chinadaily.com.cn
Credit: Zhang Yi"
"HK in 'severe situation' with looming recession, leader says","Chief executive calls for unity to curb violence
Hong Kong's Chief Executive Carrie Lam Cheng Yuet-ngor cautioned on Tuesday that the Asian financial hub is in a ""severe situation"" as it may fall into recession after months of violent protests.
To revive the troubled economy, she called on the whole city to join hands in quelling violence, which she described as the ""fundamental"" solution to solve the current crisis.
Hong Kong Special Administrative Region is very likely to record negative economic growth for 2019, Lam told the media before the weekly Executive Council meeting.
In mid-August, the SAR government lowered the city's expected economic growth from 2 to 3 percent to 0 to 1 percent due to a ""remarkably increasing risk of recession"".
Hong Kong's economy recorded negative quarter-on-quarter growth in the second quarter. If the economy continued to contract in the third quarter, it would indicate that the city's economy is technically heading into recession, Lam said. Relative data from the third quarter is expected to be announced on Thursday.
The city's Financial Secretary Paul Chan Mo-po revealed over the weekend that, according to statistics on hand, the economy continued to contract in the third quarter, and the extent of contraction was magnified.
To boost the economy, Lam said, the government would announce fresh measures, including strengthening overseas promotion and connections with the Chinese mainland once the unrest in the city settles.
She also pledged that the government will offer continuous support to enterprises and residents affected by the economic slump.
Since August, three rounds of relief measures of more than HK$20 billion have been rolled out, covering sectors bearing the brunt of the social unrest such as retail, catering, transport and tourism.
Some of the measures required additional resources, leading the government to seek more funding from the Finance Committee of the Legislative Council.
Considering the large backlog the committee was already facing, Lam called for cross-spectrum cooperation from lawmakers so that livelihood-related bills could be passed as soon as possible.
However, Lam emphasized that the above initiatives to boost the economy were just a bandage. The fundamental solution to the current unrest is still to end violence and restore order, she added.
Noting that achieving that goal requires unified support, she appealed to the public to not condone violence and give more support to the government and the police.
Also on Tuesday, the door closed on high-profile activist Joshua Wong Chi-fung's aspirations to run for district councilor in Hong Kong after an electoral officer ruled that his nomination for the 2019 District Council Ordinary Election was invalid.
Wong is the only candidate disqualified from the city's 6th district council election scheduled on Nov 24.
In a notice to Wong, the returning officer said the decision was based on Wong's public remarks and his reply to the officer's inquiry that he does not intend to safeguard the Basic Law, the SAR's constitutional document, nor pledge allegiance to the SAR.
Wong is the founder and secretary-general of the Demosisto, a local group that aims to achieve self-determination in Hong Kong.
The officer pointed out that according to public information, the group has always agreed that the SAR's independence from China is a possible option for self-determination, which contradicts the Basic Law.
In a statement issued shortly afterward, the SAR government said it supports the decision.
Changing the HKSAR system by supporting Hong Kong independence as an option for self-determination is inconsistent with the constitutional and legal status of the HKSAR as stipulated in the Basic Law, as well as the country's established basic policies regarding Hong Kong, the government said in the statement.
""The candidate cannot possibly comply with the requirements of the relevant electoral laws since advocating or promoting 'self-determination' is contrary to the declaration that the law requires a candidate to make - to uphold the Basic Law and pledge allegiance to the HKSAR.""
Contact the writers at bingcun@chinadailyhk.com
Credit: Li Bingcun and He Shusi in Hong Kong"
"US puppets, that's what's happening","One of the things that has made social media so popular is that every user can independently operate social media accounts and become so-called self-media, which was unimaginable when large media organizations had control of the information channels. And in the social media age although people's points of view might not be popular, their right to air them is protected and respected, as long as they are not harmful to others or society as a whole.
At least that is what you might think. But even in the self-media age, the platforms are still controlled by big organizations, and it seems that you had better shut up if your views are not to their liking. Although they claim to have difficulty shutting down illegal violence inciting race-hate posts, Twitter and Facebook have had no difficulty shutting down some accounts they claim are spreading disinformation about the ""protests"" in Hong Kong, claiming these accounts are tied to the Chinese government.
Without providing any tangible evidence, the two companies assert the Chinese government is behind the fake accounts. If accounts expressing views similar to those of a government are to be regarded as being paid by the government, then the US government is surely their largest sponsor of fake accounts. Their claim is ludicrous and irresponsible.
The platforms have tried to claim the moral high ground and abuse their monopoly positions to control information and stifle freedom of speech. That is exactly what's happening with the move by the two US companies, which are saying ""Shut up! We are supporting freedom and democracy"".
The truth is the ""protests"" in the Hong Kong Special Administrative Region that involve Western agitators are now in their 11th week, and they have long been derailed from the track of peaceful demonstrations.
The rioters openly challenge China's sovereignty in the SAR and are pushing the city into an anarchic state. Hong Kong's economy is seriously affected, public order damaged and rule of law undermined. No sovereign state would brook such an open challenge. That both Beijing and the SAR government have acted with great restraint in dealing with the unrest has won broad recognition.
It is suggested the two companies reflect on their inglorious record of being accomplices of the US government in inciting ""revolutions"" around the world to install puppet regimes in the name of the people.
Credit: Li Yang"
Blatant anti-China bias of Western media,"A TOTAL OF 93 EXTINCTION REBELLION PROTESTERS WERE ARRESTED for pouring fake blood on Wall Street's famous ""Charging Bull"" statue. China Daily writer Zhang Zhouxiang comments:
According to reports the protesters were not arrested until they blocked access for tourists.
Western media outlets covering the issue interviewed not only the protesters and tourists at the site, they also quoted the New York Police Department in order to provide balanced reports that had neutral headlines.
Such reporting was also seen during the Yellow Vests protest in France. Do a search on the internet and you find all kinds of media reports about the rioting that are balanced and objective.
Yet when it comes to violence in Hong Kong it is completely different. The keywords in the reports from the same media outlets are ""police brutality"" and ""shocked by the police"", with all the quotes coming from the demonstrators, some of which openly advocate separatism, which is illegal in China.
When a demonstration happens in the West that disturbs public order, the police are described as doing what their jobs require them to do. When a similar incident happens in the Hong Kong Special Administrative Region it is transformed into ""fight for freedom"" and the police actions are ""brutality"".
Why not call the Yellow Vest protesters in France ""freedom fighters""? Or the Extinction Rebellion protesters in New York?
The distorted reporting on the rioting in Hong Kong is symptomatic of much of the Western media's bias against China.
The Hong Kong police are as professional as their Western counterparts. The Western media should demonstrate the same professionalism when reporting on what is happening in Hong Kong and other issues relating to China.
Credit: Zhang Zhouxiang"
NBA exec's tweet over HK denounced,"Chinese basketball fans and organizations have taken a strong stance against Houston Rockets executive Daryl Morey's tweet backing protests in Hong Kong, which have grown increasingly violent.
With only days before the NBA tips off an overseas preseason game tour in Shanghai, Morey, the Rockets' general manager, infuriated Chinese fans by tweeting support for the protests in Hong Kong, which have led to vandalism and serious damage. The tweet has sparked criticism beyond the sport's circles in China and triggered related organizations to cut ties with the franchise.
During the Rockets' preseason trip to Japan on Friday, Morey tweeted an image that read ""Fight for Freedom. Stand with Hong Kong"".
That was a slogan often shouted by rioters during months of protests in Hong Kong, which were sparked by opposition to a bill to amend the special administrative region's extradition law.
Morey deleted the post after Rockets owner Tilman Fertitta distanced his organization from its GM's opinion, saying on Twitter that Morey doesn't speak for the Rockets. The team has had longstanding support in China for being the home of basketball Hall of Fame inductee Yao Ming from 2002 to 2011. Fertitta, however, later told ESPN that ""everything is fine with Daryl and me"".
The Chinese Basketball Association, now chaired by Yao, swiftly responded on Sunday, announcing it had suspended any exchange or cooperation with the Rockets and expressing ""strong opposition"" to Morey's ""improper remarks regarding Hong Kong"". The Chinese league has also canceled its four preseason games against NBA development league teams, including Rockets' affiliate Rio Grande Valley Vipers, originally set for Oct 19 and 20 in Suzhou, Jiangsu province.
The Chinese Consulate General in Houston issued a statement saying it was ""deeply shocked"" by Morey's ""erroneous comments"" and expressed ""strong dissatisfaction"". The consulate also urged the Rockets to ""correct the error and take immediate concrete measures to eliminate the adverse impact"".
Both China Central Television and the league's digital partner Tencent have announced a suspension of all broadcasting, livestreaming and news coverage of the Rockets, one of the most-followed NBA franchises in China, blocking it in its biggest overseas market.
The NBA, preparing for its preseason games between Los Angeles Lakers and Brooklyn Nets in Shanghai on Thursday and Shenzhen two days later, issued a statement on Monday through Mike Bass, its chief communications officer. Bass said the league understands Morey's views had ""deeply offended many"" in China, ""which is regrettable"".
""We have great respect for the history and culture of China and hope that sports and the NBA can be used as a unifying force to bridge cultural divides,"" the statement said.
On Monday, Morey tweeted trying to clarify his original post.
""I did not intend my tweet to cause offense,"" Morey said. ""I have had a lot of opportunity since that tweet to hear and consider other perspectives."" He also said, ""My tweets are my own and in no way represent the Rockets or the NBA.""
Rockets star guard James Harden apologized to Chinese fans after practice in Tokyo. ""We apologize. We love China,"" he said, standing alongside fellow All-Star teammate Russell Westbrook.
Joseph Tsai, co-founder of Chinese e-commerce giant Alibaba Group, who also owns the Nets, urged the league to learn its lesson on better understanding the history of China because repairing a hurt takes a long time.
""The one thing that is terribly misunderstood and often ignored is that 1.4 billion Chinese citizens stand united when it comes to the territorial integrity of China and the country's sovereignty over her homeland. This issue is nonnegotiable,"" the Chinese-Canadian entrepreneur wrote in an open letter posted on social media.
Contact the writers at sunxiaochen@chinadaily.com.cn
Credit: Sun Xiaochen in Shanghai and Heng Weili in New York"
