title,text
Op-Ed: What a shame for US to interfere in HK affairs in the disguise of democracy,"On Sunday, protesters waving American flags marched to the US Consulate in Hong Kong, calling on Washington to pass a bill aimed at backing Hong Kong protesters. In response, the Hong Kong SAR government expressed regret over the reintroduction of the act and reiterated that foreign legislatures should stay out of its internal affairs. The US bill is a dirty trick to up the pressure on China and push an agenda, a type of “color revolution.”

 The Hong Kong Human Rights and Democracy Act, a bill cosponsored by US senators Marco Rubio, Ben Cardin, Jim Risch, and Bob Menendez, aims to reaffirm US commitment to democracy promotion in Hong Kong. In a press release, the US senators cited “Chinese interference” in Hong Kong’s affairs as a reason for the bill. They also criticized the SAR government for trying to halt the violence and chaos and applauded the protesters for their actions.

 Whichever way you slice it, the US bill is blunt interference in Hong Kong’s internal affairs, which are China’s internal affairs, and further proof that certain US politicians see the problem in Hong Kong as an opportunity to fan the flames of unrest in Hong Kong. The bill is also a blunt attempt to destabilize China.

 It is something the world has seen repeatedly: interfere in the politics of other countries under the guise of democracy promotion. The promotion of Western-style democracy is a core principle of US foreign policy, the goal of which is to make the world more like America and turn certain countries and regions into vassals of the United States. This has weaponized democracy promotion by making it a tool to undermine adversaries, and US politicians with an anti-China agenda are no doubt eager to use the radical protesters as pawns for this goal.

 The demonstrations that began months ago in Hong Kong after the SAR government introduced the now-scrapped extradition bill have gone far beyond the point of peaceful demonstrations. So far, in fact, that it is now pointless to describe them as such. From throwing bricks, petrol bombs, and other objects at government buildings and targeting police with offensive weapons to disrupting air travel and setting subway stations on fire, the protests have been getting more violent and extreme.

 It is a shame that certain US senators see Hong Kong as a Cold War battleground. They would rather see radical protesters burn Hong Kong to the ground if it furthers their agenda than let the SAR government find a suitable solution for its problem. No country ruled by law would tolerate radical and violent protests, let alone the rise of a separatist movement. Yet, certain US politicians are throwing their support behind and even encouraging the unrest in Hong Kong—all in the name of democracy.

 The problem in Hong Kong is an internal affair of China. US senators should stop trying to influence the outcome in Hong Kong. Their efforts to fan the flames of rebellion make it hard not to conclude that at least part of what is happening in Hong Kong is a kind of “color revolution.”

 Lastly, the US bill will not help Hong Kong and it is a fantasy to think that it will. For those who are begging for US interference, they should abandon their illusions about American-style democracy and not place illusory faith in the hands of those who want to weaken China."
What a shame Liu Yifei is being attacked for her support for Hong Kong police,"Chinese-American actress Liu Yifei, who plays Mulan in Disney’s upcoming live-action remake of Mulan, is under attack for expressing her support for police in Hong Kong, who have struggled to maintain public order after violent protests broke out in the city.

 On her personal Weibo account, the popular actress reposted and commented on a People’s Daily post which shamed the rioters in Hong Kong for their extreme violence. The post says in English, “What a shame for Hong Kong” and includes the now-viral quote by a Global Times reporter who was tied up and beaten by radical protestors at Hong Kong’s airport: “I support the Hong Kong police. You can beat me up now.”

 The original post has received roughly 2.8 million likes and has been reposted close to 7.8 million times as of press time. In her post, the actress included the popular hashtag: “I also support the Hong Kong police.” And her voice is not alone. It adds to the growing list of posts by other Chinese celebrities who have spoken out against the violence in Hong Kong.

 Internationally, however, the actress was slammed for supporting Hong Kong police. The post was translated into English and then reposted with the tag #BoycottDisney, with many calling for Disney to drop her and for movie-goers to boycott the remake.

 It is a shame that the Chinese-American actress is being attacked for supporting Hong Kong police. As native of China, Liu Yifei is obviously concerned about the violence and chaos in the city and she has the right to voice her opinion on it. She is also in a better position to comment on the situation than people who have it out for China.

 But the Western media has largely framed the Hong Kong police response in a negative light while downplaying the increasingly violent acts that have triggered it and in some cases praising or at least encouraging the violence.

 The #BoycottDisney hashtag reveals the bias against China and shows that some people are just looking for any excuse to attack China. Millions of Chinese people have expressed support for Hong Kong police because they want to see law and order be restored in Hong Kong and it is wrong to equate that support with support for brutality and oppression.

 In fact, some have even gone so far as to accuse her of spitting in the face of democracy. However, it is those who are attacking her for her opinion and support who are the real enemies of democracy. The vicious attack on Liu Yifei and the mindless call to boycott the Mulan remake is nothing short of an attempt to silence certain voices and to drag Hong Kong into an abyss.

 The backlash against Liu Yifei puts on display the hypocrisy of their criticism. Hong Kong has been rocked by increasingly violent protests for months, which has prompted the police to respond on an almost daily basis. The demonstrations have gone far beyond the scope of peaceful demonstrations and have devolved into extreme violence. It cannot be left unchecked.

 Some have accused the Hong Kong police of brutality and support for the police has been equated with support for police brutality, but you would never see this amount of restraint on the streets of the United States for instance. In 2014, after riots broke out in Ferguson, Missouri, police responded like an invading army.

 What a shame Liu Yifei is being attacked for simply expressing her opinion and support. We should try to better understand the situation in Hong Kong and not be so quick to attack China."
"Feature: From transportation to exchange, new mission for high-speed railway in Hong Kong","HONG KONG, Sept. 23 -- Lee Chun-yin felt that his work became much easier compared with one year ago.

 Working in the training industry, the 52-year-old man in China's Hong Kong Special Administrative Region needs to make three to five trips a month to the mainland. ""Thanks to the express train, my travel time is shortened and the journey is more comfortable,"" he said.

 He was referring to the Guangzhou-Shenzhen-Hong Kong Express Rail Link (XRL), the Hong Kong section of which opened on Sept. 23 last year, linking Hong Kong directly to dozens of destinations in the mainland.

 Monday marks the one year anniversary of the Hong Kong session's opening to public.

 Before XRL was in operation, Lee had to take metro before changing to the bus. ""When I arrived at the port, I had to carry my luggage back and forth,"" he recalled. ""With the high-speed train, however, I was saved from all the troubles. And it is very fast.""

 A trip from Hong Kong to Xiamen in east China's Fujian province only takes four and a half hours, while in the past it would cost him six or seven hours. The travel time to Beijing, which used to exceed 24 hours, is about nine hours now.

 ""People in Hong Kong have become used to and fond of the new way of travelling to the mainland,"" said Cheris Lee, chief of operating-high speed rail and intercity of MTR corporation.

 China is home to some 29,000 km of high-speed railways, accounting for more than two thirds of the world's total.

 ""In Hong Kong, although high-speed trains only run a stretch of 26 kilometers, it is a milestone that we could be connected with the mainland,"" said Cheris Lee. ""People here do not have to transfer in Shenzhen or Guangzhou before reaching other cities.""

 She told Xinhua that XRL sees about 45,000 passengers a day on the weekdays, while at the weekends the number stands at 62,000. On special occasions such as the Spring Festival it could carry as many as 100,000 passengers on the busiest day.

 At the railway station on Monday, a man surnamed Cheng was using the machine to buy tickets to Xiamen. After he retired, the 65-year-old man liked travelling in the mainland.

 ""The airports are mostly located on the outskirts, and you need to get there two hours before boarding,"" he said. ""The XRL is more convenient, which takes you directly to the city center.""

 A man surnamed Ge who lives in Shenzhen and comes to Hong Kong every Saturday for MBA studies, said ""it is our consensus with the Hong Kong students that XRL benefit all of us, so that we could have more exchanges. Hopefully this could help Hong Kong and the mainland get to know each other better.""

 Due to the continued violent protests in Hong Kong, the railway station is apparently less busy than before.

 The passengers Xinhua interviewed shared the view that hopefully peace could be restored soon.

 ""With the XRL, I hope that people from both sides could visit each other more frequently, so as to eliminate misunderstanding,"" said Lee Chun-yin's companion."
PLA Hong Kong garrison not 'strawmen'; Central govt could interfere: official,"The Chinese People's Liberation Army (PLA) Garrison in Hong Kong is not a ""strawman,"" but could step in to contain the violent unrest in the Chinese city when necessary to protect the country's ""one country, two systems"" principle in Hong Kong, an official at China's top legislature said on Saturday.

 At a seminar to commemorate the 115th anniversary of the birthday of late Chinese leader Deng Xiaoping, senior officials and top experts said that further violence and chaos in the Hong Kong Special Administrative Region (SAR) could not only jeopardize the city's future but also the country's sovereignty, and that the central government might step in if necessary.

 ""The soldiers stationed in Hong Kong are not strawmen meant to just stay in the garrison, they are an important part of the 'one country, two systems,'"" Maria Tam Wai-chu, deputy director of the Hong Kong SAR Basic Law Committee of the Standing Committee of the National People's Congress, said at the seminar in Shenzhen, South China's Guangdong Province.

 If unrest takes place in Hong Kong, the central government ""of course"" can step in to restore order and peace and ensure the proper functioning of ""one country, two systems,"" according to Tam.

 Weeks of violence and chaos have persisted in the special administrative region, with some secessionist forces backed by foreign power constantly challenging the model that ensures Hong Kong's high-degree of autonomy as well as the country's sovereignty.

 At the seminar, Xu Ze, president of the Chinese Association of Hong Kong &Macao Studies, said that the persistent violent activities in Hong Kong have undermined Hong Kong's interests and will threaten China's national interests, and if they continue, ""Hong Kong could face the risk of sinking.""

 Lau Siu-kai, vice president of the association added that the situation in Hong Kong is a ""final battle"" between ""China and foreign and domestic anti-Beijing forces led by the US,"" because what the radical elements demand is to ""seize the power"" from the central government and the Hong Kong SAR government.

 Such intentions and violent actions could lead to ""unbearable loss"" for Hong Kong, according to

 Wang Zhenmin, former director of the Legal Affairs Department of the central government's liaison office in Hong Kong.

 ""If the 'one country, two systems' does not exist anymore, it will be a huge loss for [China] but will be bearable because all it needs to do is to implement 'one country, one system' in Hong Kong; however, that will be a disaster for Hong Kong and a complete loss that is unbearable,"" Wang said if street violence continues, that scenario is ""completely predictable. Is that what some of these people want?""

 However, Wang also ensured that the central government will not leave Hong Kong behind because of the current situation. ""We are confident about Hong Kong and sufficiently patient with Hong Kong's youth for their reckoning. But, for those who are behind the turmoil and who poisoned our youth, the country will not let them go easily. They will pay a heavy price,"" he said.

 RELATED ARTICLES:

 HK chief executive urges protesters to 'sit down and talk' amid ongoing protests

 HK rioters turn protests into violence again on 12th straight weekend"
Greek man condemns western reports on Hong Kong as ‘fake news’,"A Greek man recently condemned western media for fake reports relating to the recent Hong Kong protests and urged young demonstrators to stop violence in an interview with China Central Television (CCTV).

 A short video of Peter condemning a group of Hong Kong protesters in Australia went viral on Chinese social media, and caught the attention of Xinwen Linabo, CCTV’s prime-time evening news program.

 The video was filmed in Adelaide, and shows the Greek passer-by yelling at the demonstrators, “you think this is going to save Hong Kong? This is ruining Hong Kong. This is wrong.”

 Peter told CCTV that demonstrators would be jailed if the violent demonstrations took place in Australia.

 In his view, the western media often tells lies and creates fake news to oppose China.

 ""The Western media always use fake news. They are always anti-China. If they don't like something, they will use anything to convince the people that the other side is wrong,"" he said.

 Now, Peter has become popular among Chinese netizens as well as locals in Adelaide. Some passers-by come up to give him a hug or take a photo with him.

 Besides Peter, several other foreigners have expressed their opinions toward the ongoing Hong Kong protests.

 On Aug. 12, a stranded Australian passenger countered the demonstrators at the Hong Kong International Airport, condemning them for throwing rocks and Molotov cocktails at the police and noting that the Hong Kong police were quite restrained.

 Mentioning the July 1 incident of protesters besieging the Legislature Council, Peter Bently, a Hong Kong permanent resident of British origin, said that the riot police in western countries such as the UK, the US or France would use real bullets not rubber bullets facing the extreme radicals."
Expanding violence shows dangers of copying HK,"Double standards undermine rule of law, haunt Western society: expert

 Chile witnessed the worst unrest in decades over the weekend where people protested against the high cost of living. The Chilean government responded by declaring a state of emergency and imposing a night curfew.

 In Santiago, hundreds of troops were deployed on the streets as protesters erected barricades and set buses on fire. Police used tear gas and water cannons to disperse them. More than 300 people were arrested, and 156 police injured, as were 11 civilians, BBC reported. Three people were killed in fire on Sunday in a ransacked supermarket of Santiago during the riot, AFP reported.

 Riots also occurred in other cities over the weekend. After a massive protest on Friday, radical protesters in Barcelona turned the city center into war zones in a fifth consecutive night of violence.

 Occupying airports, setting fires and provoking police: Such tactics are common in recent protests, with massive violent protests going on simultaneously in Barcelona, Santiago and Hong Kong.

 The West is to be blamed for expanding violence as riots have been condoned in Hong Kong for months by certain Western elites, Chinese experts said.

 Similar protest tactics

 Around 7 pm Friday in Barcelona, mask-wearing radicals gathered around places including Gran Via, outside a police headquarters, and Urquinaona square, Catalonia Square, chanting slogans like ""Free political prisoners"" ""Independence, liberty,"" according to video footages available online. Youngsters also verbally assaulted the police officers, who have become a major target amid recent clashes. When violence escalated, almost all the shops and stores nearby were shut down.

 Radical protesters in Barcelona and in Hong Kong share some similar tactics like covering their faces when conducting illegal activities, arson at major traffic junctions and targeting police officers.

 However, when police began dispersal work in Barcelona, nearly no reporter would stand between the police and rioters, as the police would arrest those who obstructed their way during the dispersal. But in Hong Kong, crowds of reporters often stand between rioters and police officers and obstruct officers on duty using their arms or cameras.

 In contrast with Hong Kong police's restraint in law enforcement, police in Barcelona acted in a fast and decisive manner.

 In Western media reports, Hong Kong radical protesters conduct violence for a reason, as they claimed that peaceful protests would not lead to any result. And such a way of illustrating violent protests at the global stage surely inspired other young radicals in different countries, Zhang Yiwu, Peking University professor, told the Global Times.

 ""Such violent scenes successfully attracted the attention of Western media, which has become a major way to sustain the movement,"" he said.

 Western media, which still has major influence in public discourse, has been playing a negative role of reporting Hong Kong social unrest, and their own bias inspired more radicals in Barcelona and Santiago, who consider peaceful protests useless, and they would reach their goals by ignoring rule of law, he said. ""The West will swallow such bitterness,"" Zhang said.

 Pan Deng, executive director of the Ibero-America Law Center of China University of Political Science and Law, believes that the ideology-driven Western media has played a role in manipulating public opinion.

 Pan noted that the chaos in places like Hong Kong, Moscow and Caracas has the typical nature of a ""color revolution."" The Western media and certain Western political forces will push forward the unstable situation in these places.

 But Western media downplay similar situations in Spain, a Western country. In the past few days, mass protests also affected London city center.

 Robert Manning, a senior fellow at the Brent Scowcroft Center for International Security at the Atlantic Council, said that the social unrest can be attributed to populism. ""Populist activism has been on the rise in the US and Europe for several years. In the case of Catalan separatists, they have been in near state of war with Madrid for decades,"" Manning told the Global Times.

 Western values clash

 On Friday night, the streets of Barcelona became a total mess. Stones, broken glass and bricks were scattered at almost every junction. Around 10 pm, police began dispersal around the Plaza de Catalunya, firing tear gas, smoke grenades and rubber bullets.

 Protesters in Catalonia, like those in Hong Kong, adopt the so-called ""Be Water"" tactics, which are flexible, fluid and fast-moving during clashes with the police. When police came to disperse the crowd, rioters fled quickly into different streets around the plaza, increasing difficulties for police to arrest them.

 Many protesters are students, who called for a referendum for independence and hoped that they could make a difference.

 ""When we vote, we want to vote in our own way,"" said Naia, a 15-year-old student who protested on the streets near the Catalonia Square.

 Some youngsters said they know what happened in Hong Kong, and they saw some similarities in the way they fight. However, others said they don't really know where the movement is leading them. ""I don't really think we'll achieve something, although I hope so,"" Naia said.

 Hong Kong secessionist like Denise Ho praised the protests in Catalonia and told young radicals to ""believe in your every action.""

 ""The values and democratic models the West endorses are used to destabilize rival countries, while what is happening now in Catalonia now proves otherwise - such values are inciting locals, especially vulnerable people, and causing disturbance,"" Pan told the Global Times."
Ongoing violence could strike irreparable blow to Hong Kong economy: expert,"BAKU, Aug. 27 -- The ongoing violence in Hong Kong could deal an irreparable blow to the city's economic performance, an Azerbaijani expert warned on Tuesday.

 Political analyst Ilgar Velizade told Xinhua the Chinese port city has long benefited from the ""one country, two systems"" principle, and continuously functions as a gateway for overseas investors and exporters to China.

 This role has put Hong Kong at the top of economy and finance ratings for years, Velizade said, warning that this achievement could be ruined by the ongoing turmoil.

 Destructive acts by rioters, the ongoing protests, and the threat of chaos, unrest and illegal activities that have almost paralyzed the city could trigger an outflow of investment, even an economic recession, which will profoundly impact the lives of ordinary people, the expert said.

 He said that China's numerous friends around the world, including those in Azerbaijan, hope for the restoration of peace and stability as soon as possible in Hong Kong."
"Love Hong Kong and stop hurting it, say ordinary Hong Kong people","HONG KONG, Aug. 19 (Xinhua) -- As protracted violence continue to roil Hong Kong, ordinary Hong Kong people find themselves bearing the brunt of the burden. Concerned about the future of their life and that of their home, more and more are speaking out against violence.

 For a hotel room attendant surnamed Wang, the protracted violence could cost her job as a usual summer boom for Hong Kong's tourism industry has turned into a chilly winter due to the unrest.

 ""Because of a significant falloff in bookings, the hotel asked staff to take leave as soon as possible,"" Wang told Xinhua, adding that if the situation fails to improve after the leave, she will have to take unpaid leave.

 Wang said her husband is a taxi driver, and his business has fallen by half since June, when Hong Kong's opposition and some radical forces started to use the pretext of peaceful demonstration to engage in violent protests.

 ""If I take unpaid leave, my family's earnings will drop to quarter of what it used to be,"" she said.

 Currently more than 20 countries and regions have issued travel advisories for Hong Kong over the unrest.

 In the June-July period, average earnings for tourism workers plunged by 74 percent, while the number of tours in Hong Kong fell 74 percent on average, according to a survey by the Hong Kong Tour Guides General Union.

 The weeks-long violent protests have also taken a toll on small businesses like Wong Pang's logistics company.

 As protests dragged on into August, black-clad demonstrators held unlawful assemblies at the Hong Kong International Airport, bringing the region's major transport hub to a grinding halt. The siege of the airport had cost his company a six-figure loss, said Wong.

 ""By blocking the airport, the subway and the tunnels and calling for strikes, they (violent protesters) seek to disrupt Hong Kong's transport and economy in their own interests,"" said Wong.

 ""They may claim that they love Hong Kong, but all I can see is their despicable aim to disrupt the economy and hijack the interests of the majority of Hong Kong people,"" he added.

 For a Hong Kong resident surnamed Ng, living near a police station used to mean a sense of security. But as radical protesters besiege police stations and attack police officers across Hong Kong, vicinity has incurred suffering.

 For days, Ng said, protesters had gathered around the police station till wee hours, throwing bricks at officers and firing laser beams at them.

 ""I haven't had a sound sleep for days. I hope those protesters will understand that they are dragging down all Hong Kong people with them,"" said Ng. ""But all we need is to live and work peacefully.""

 The protests have also sown divisions in the Hong Kong society, pitting friends and family members against each other, said Jackie Cheung, vice president of Federation of Hong Kong Shenzhen Associations.

 ""Families are divided, with parents and children being unable to communicate with each other. Hong Kong is no longer peaceful,"" Cheung said.

 Amid the threats, more and more Hong Kong people are speaking out against violence.

 Despite rains, over 470,000 people gathered on Saturday in a rally held at Tamar Park in Hong Kong to voice their demand for peace and stability.

 Calling Hong Kong ""always a peaceful society,"" a 57-year-old gardener surnamed Chan expressed his hope that ""the extremist radicals stop violent acts so that people can return to peaceful life.""

 A bank staff surnamed Fu said Hong Kong is becoming more and more alien to him nowadays, with many famous tourist sites being painted with aggressive slogans and residents staying at home on weekends out of safety concerns.

 ""We all love Hong Kong, but I am very sad to see what happened recently,"" said Fu.

 ""Resorting to force is never an option. It will not help,"" he added. ""I hope the demonstrators would return to reason, put aside violence and bring back a vibrant, peaceful Hong Kong."""
Hong Kong's business activity sees steepest fall since 2008 financial crisis: IHS Markit,"HONG KONG, Sept. 4 (Xinhua) -- Decline of business activities in Hong Kong accelerated in August to near-record levels as protests continue to dampen demand, London-based consulting firm IHS Markit reported Wednesday.

 Hong Kong's Purchasing Manager's Index (PMI) sank to 40.8 in August, down from 43.8 in July, signaling the steepest deterioration in the health of the private sector since February 2009, according to IHS Markit's PMI survey.

 The only other time that the PMI survey has recorded a steeper downturn was during the SARS epidemic in 2003 and the global financial crisis in 2008, said Bernard Aw, principal economist at IHS Markit.

 PMI is a composite single-figure indicator of economic performance derived from indicators for new orders, output, employment, suppliers' delivery times and stocks of purchases. Figures greater than 50 indicate overall improvement of the economy.

 Almost all aspects surveyed for the PMI indicator were worsening in Hong Kong with widespread pessimism and record-low business confidence, according to the report.

 ""The latest PMI data reveal a Hong Kong economy flirting with recession in the third quarter as business activity is increasingly aggravated by protest-related paralysis,"" Bernard Aw added. Enditem"
Commentary: Washington's phony concern brings real hate to Hong Kong streets,"BEIJING, Oct. 16 (Xinhua) -- The U.S. House of Representatives passed on Tuesday the so-called Hong Kong Human Rights and Democracy Act of 2019, moving it a step closer to becoming a law.

 The bill would mandate an annual review to assess whether the Chinese city has sufficient autonomy, another classic example of how Washington uses its domestic laws to interfere in the internal affairs of other countries.

 Immediately following the passage, China expressed strong indignation and its firm opposition. What Hong Kong faces at present are not so-called issues of human rights and democracy, but the need to end violence and chaos, restore order and uphold the rule of law as soon as possible, said a Chinese foreign ministry spokesperson.

 By turning a blind eye to the violence in Hong Kong, U.S. lawmakers like House Speaker Nancy Pelosi and Republican Senator Ted Cruz fail to see how radical demonstrators have attacked the values they so much cherish.

 Under the pretext of protecting so-called human rights and freedom in Hong Kong, these opportunist lawmakers are simply trying to score cheap political points by making getting-tough-on-China headlines.

 Moreover, the phony support these U.S. lawmakers claim to have for Hong Kong is very likely to spread hate and bring more violence to the streets of the city.

 That violence in Hong Kong boasts an American cheerleader, which was evident when a group of U.S. lawmakers received activists in Washington last month while protesters in Hong Kong waved U.S. national flags. In months after the U.S. bill was introduced in June, the protests turned uglier, with rioters setting fire, vandalizing public facilities, and attacking police and local residents.

 Violence and instability have already begun to erode what props Hong Kong as a safe metropolis and global financial hub. Should the bill become law, it would further excite violent protesters to take to the streets, sabotaging efforts in recent months by the Hong Kong government to reclaim stability and prosperity.

 Hong Kong affairs are China's internal affairs. Playing Hong Kong as a card will get the United States nowhere. Should the act eventually become law, it will not only harm China's interests and China-U.S. ties, but also severely undermine the interests of the U.S. firms that depend on the city's social tranquility and economic vitality.

 These self-serving U.S. politicians and treacherous attempts to roil Hong Kong will fail on all fronts. The U.S. should quit meddling in China's internal affairs to allow peace and prosperity to reign supreme once again in Hong Kong."
Commentary: How much has the U.S. offered to Hong Kong rioters?,"Over past weeks, repeated attacks by violent radicals in China's Hong Kong Special Administrative Region (SAR) have caused law-based governance and freedom, the two things cherished the most by Hong Kong citizens, to be trampled on the ground.

 Anti-China forces in the U.S. have not only openly cheered the violent protesters on and made irresponsible remarks about the riots, but provided money, benefits, and advice to the rioters.

 According to Ta Kung Pao, one of the most important newspapers in Hong Kong, Hong Kong Human Rights Monitor, a non-governmental organization (NGO) which played a vanguard role in the protests against amendments to Hong Kong's extradition law, has received funds from the U.S. National Endowment for Democracy (NED) since 1995, amounting to a total of more than 15 million HK dollars (around $1.9 million).

 From 1995 to the beginning of 2015, NED, through its subordinate body, provided $3.95 million to opposition organizations in Hong Kong, as shown by a report from Wen Wei Po, a Hong Kong-based Chinese language newspaper.

 In addition, data released by NED in 2018 revealed that of all the countries that NED allocated funds to, China topped the list at $6.5 million.

 These figures are just the tip of the iceberg, as it's believed that most NED spending was not disclosed due to its ""sensitivity"".

 While calling itself an NGO, NED played the role of a backstage manipulator in multiple color revolutions and has an inextricable connection with the U.S. Congress as well as intelligence agencies.

 Looking back to the demonstrations in Hong Kong in recent years, it's not hard to find NED's inglorious role in these incidents. For instance, representatives of the opposition organizations of Hong Kong, including Martin Lee Chu-ming and Nathan Law Kwun-chung, went to the U.S. this May to attend and deliver speeches at a forum held by NED, imploring NED to interfere in the proposed amendments to Hong Kong's extradition law.

 During the forum, an executive of NED Asian program said to Nathan Law Kwun-chung that from 2014 to 2017, he asked Law the same questions every year: What can we do for you? How can we help you?

 As they expected, disturbances in Hong Kong escalated, and demonstrations were turned into violent riots and became increasingly fierce.

 Ironically, when riots in Hong Kong were in full swing, Nathan Law Kwun-chung flew to the U.S. to begin his college life at Yale University. Some internet users commented that ""he went to his U.S. masters to claim his reward.""

 According to WikiLeaks, Jimmy Lai Chee-ying, chairman of Hong Kong-based media Next Digital Ltd., is a super funder of opposition organizations in Hong Kong and the middleman between the U.S. and some forces in Hong Kong. Lai spent both money and efforts to fuel the recent protests in Hong Kong, taking a leading position in the disturbances.

 As an article published on the website of German newspaper Handelsblatt pointed out, while urging Hong Kong and Beijing to exercise restraint, the U.S. itself was fanning the flames of the confrontation with advice, action and money.

 Former U.S. President Abraham Lincoln once said, ""You can fool all the people some of the time, some of the people all the time, but you cannot fool all the people all of the time."" Following the clues of monetary aid to opposition organizations in Hong Kong, it's easy to see the conspiracy to turn Hong Kong into chaos in the interests of certain parties.

 The recent riots in Hong Kong are a product of the U.S., which spent substantial resources and efforts to manipulate Hong Kong.

 All in all, the backstage manipulator wants to turn Hong Kong into trouble for China, to contain or stifle China's development.

 It must be clear that Hong Kong is part of China. The Chinese government will never allow any external forces to interfere in Hong Kong affairs, let alone turn the city into a mess.

 The U.S. had better stop such tricks, obey international law and the basic norms of international relations, make a clean break with the rioters, stop sending obverse signals to radicals, and pull back before it is too late."
Using children as bargaining chips a conscienceless move of HK protesters,"During the Tsuen Wan and Kwai Tsing march in Hong Kong on Aug. 25, the police arrested 36 demonstrators who repeatedly broke through the police cordon, including a 12-year-old boy who wore a mask and carried a 5-foot-long iron bar.

 The next day, Li Chi-Lam, principal of Lingnan Hang Yee Memorial Secondary School, confirmed on social media that a student of the school was arrested on Aug. 25.

 The news that a child was involved in an illegal gathering and even acted as a pioneer of violence put Hong Kong society into a state of shock.

 In fact, several high school gatherings have taken place in illegal and violent activities in Hong Kong that evolved from the anti-extradition bill protests.

 The children have been used as political bargaining chips and tempted into becoming pioneers of violence by some despicable people with ulterior motives, many Hong Kong citizens have said.

 Those behind the scenes wish to incite more violence to destabilize Hong Kong and oppose China. To achieve their evil intentions, they don't care about the future of children at all.

 While deceiving children into causing chaos on the streets, the protesters haven't allowed their own children to do such things.

 Benny Tai Yiu-ting, one of the leaders of the Occupy Central movement that happened in Hong Kong in 2014 where protesters staged a mass sit-in to blockade Central District, for what they considered genuine universal suffrage, publicly stated that his whole family would participate in the campaign, except for his children under 18.

 The same is true for the ongoing demonstrations in Hong Kong, as none of the children of head protesters marched on the streets, exposing the hypocrisy of the provokers.

 Parents must tell right from wrong, see through the vicious intentions of the protesters, and protect their children from being deceived."
Netizens furious over rioters' assault of mainland passenger at HK airport,"A man from the Chinese mainland was beaten up by a crowd of rioters and radical protesters at the Hong Kong airport on Tuesday night, and the protesters claimed the reason for the attack was because they believed he was a ""mainland policeman pretending to be a protester.""

 Observers and mainland netizens were angered by what they called the ruthless and crazy behavior and criticized the airport for failing to manage the situation and ensure the safety of passengers in the terminal building.

 Videos and pictures circulating online showed that rioters kicked and punched the young male traveler. The victim was handcuffed and dragged through the airport by the rioters with a sign on his back that read ""I am a mainland police officer. I am here to sabotage the protest.""

 The Global Times has learned that at around 7pm Tuesday, a large group of protesters surrounded the traveler and searched his wallet for ID. After searching his name online, they found that his name happens to be the same as an auxiliary police officer in Shenzhen.

 Without confirming his identity or the purpose of his travel to Hong Kong, the rioters began assaulting him by cuffing his hands behind his back, splashing water on his head and pointing laser beams into his face. He was denied medical help for hours until being rescued at around 10:40pm by Hong Kong police.

 According to police, a passenger at Hong Kong airport was set upon by ""protesters"" and needed medical treatment, but the protesters did not allow ambulancemen to take him to hospital.

 Hong Kong police received a request for assistance from the airport and when they arrived, they instructed the protesters not to prevent the injured passenger from getting medical treatment.

 The police stressed that this was not a site-clearing operation, and the mission was to allow the passenger to be taken to hospital.

 ""Everyone has the right to personal liberty and personal security, which are the most basic human rights. Rioters who encircled and attacked the passenger in the Hong Kong International Airport, violated human rights and the rule of law, no matter who the passenger actually was,"" Albert Wu, a practicing barrister in Hong Kong, told the Global Times.

 These violent protesters and rioters should be arrested and prosecuted as soon as possible, so as to safeguard law and discipline and protect the basic human rights of people in Hong Kong, Wu said. ""As long as they are people, they cannot be treated like that.""

 ""Rioters in Hong Kong are targeting mainland tourists and passengers as a way of venting their frustrations. They were mad and crazy and were carried away by violence. No matter what their motivations were, the act of violence is unacceptable,"" Li Xiaobing, expert on Hong Kong, Macao and Taiwan, from Nankai University in Tianjin, told the Global Times on Tuesday night.

 Observers and mainland netizens are angry and criticized the airport's administration for doing nothing to stop the violence. ""Is the airport supporting the violence against mainland passengers as well?"" said a netizen on Sina Weibo.

 Zhi Zhenfeng, a legal expert at the Chinese Academy of Social Sciences, told the Global Times on Tuesday that Hong Kong airport has failed to implement effective measures to cope with the rioters and showed little will to do so. He said the airport could have shut off the air conditioning, water supply or cut off the power, but in the end chose not to respond to violent acts.

 ""Isn't this indirect support of the rioters?"" Zhi noted.

 He urged Hongkongers who wish to maintain the rule of law to make their voices heard or otherwise they will be held historically accountable for the fall of the city."
