title,text
Moody's change of Hong Kong's outlook lacks factual basis: HK financial secretary,"HONG KONG, Sept. 16 (Xinhua) -- The change of Hong Kong's rating outlook by Moody's Investors Service lacks factual basis, Paul Chan Mo-po, the financial secretary of the government of China's Hong Kong Special Administrative Region (HKSAR), said Monday.
The HKSAR government disagrees with Moody's in the change of the outlook. Moody's argument that recent social incidents may weaken Hong Kong's institutional competitive advantage ""lacks factual basis"", Chan said.
Moody's kept Hong Kong's Aa2 issuer rating but changed its outlook to negative from stable in a report issued earlier in the day.
Hong Kong's core competitiveness remains unaffected by recent social incidents. It remains a top global financial hub and one of the easiest places to do business in the world with free flow of capital, goods, information and talents, low taxes, sound regulation, rule of law, judicial independence and professional service of high quality, Chan said.
Even though recent protests have caught much attention, Hong Kong's financial market and banking system remain healthy without any significant capital outflow, he said.
Deepening economic cooperation with the mainland will keep driving Hong Kong's growth in the long run, especially its highly competitive service sector, Chan added.
Moody's also recognized Hong Kong's ""minimal debt burden and large fiscal reserves"" in its report, saying HKSAR has strong resilience to economic and financial shocks and the ability to address long-term structural challenges."
"Hong Kong's exports, imports of goods continue to fall in July","HONG KONG, Aug. 26 (Xinhua) -- Hong Kong's total exports and imports of goods both fell in July, as radical protests and violence continued to weigh on its economy since early June amid softening global economic growth, the latest trade data showed on Monday.
The value of total exports of goods dropped 5.7 percent over a year earlier to 338.6 billion HK dollars (about 43.16 billion U.S. dollars), after falling 9.0 percent year-on-year in June, according to the Census and Statistics Department of Hong Kong.
The value of total imports of goods declined 8.7 percent over a year earlier to 370.8 billion HK dollars (about 47.27 billion dollars) in July, after a year-on-year decline of 7.5 percent in June, resulting in a trade deficit of 32.2 billion HK dollars (about 4.1 billion dollars).
For the first seven months of 2019, the value of total exports of goods dropped by 3.9 percent year on year, while imports of goods weakened by 5.1 percent.
Trade deficit reached 276.8 billion HK dollars in the January-July period."
China condemns U.S. House approval of bill on Hong Kong: spokesperson,"BEIJING, Oct. 16 (Xinhua) -- A spokesperson for the Hong Kong and Macao Affairs Office of the State Council on Wednesday made serious protest to and strongly condemned the passing of the so-called Hong Kong Human Rights and Democracy Act of 2019 by the U.S. House of Representatives.
The U.S. House of Representatives passed the act, proposed by some congressmen, on Tuesday local time despite strong opposition from the Chinese government."
"Xinhua Asia Pacific news summary at 1600 GMT, June 25","NEW DELHI -- Hundreds of protesters carried out a protest march here in the Indian capital on Tuesday against the three-day visit of U.S. Secretary of State Mike Pompeo beginning Tuesday.
The protest was organised by the All India Peace and Solidarity Organisation (AIPSO). (India-U.S.-Protest)
- - - -
HONG KONG -- More than 1,000 Hong Kong residents, mostly young people, gathered Monday night at a music assembly here to demonstrate the spirit of loving Hong Kong and supporting the rule of law.
The Icon Music Assembly, held at MacPherson Stadium in the Mong Kok district, was jointly hosted by about 20 Hong Kong youth organizations and local associations for various sectors. (Hong Kong-Youth)
- - - -
TOKYO -- Nissan Motor's shareholders approved a new management plan on Tuesday, which will give the automaker's French partner, Renault, more influence.
Nissan agreed to be more transparent by increasing the number of outside board members from three to seven. Meanwhile, the shareholders agreed to reappoint Hiroto Saikawa as president and CEO. (Japan-Nissan)
- - - -
NEW DELHI -- At least three people were killed and four others suffered burn injuries Tuesday after a passenger train collided head-on with a track-maintenance engine, derailed and caught fire in India's eastern state of Odisha, officials said.
The accident took place at Gadabaguda village in Rayagada district, about 402 km west of Bhubaneswar, the capital city of Odisha. (India-Train)"
"Hong Kong residents voice support for police, national unity","HONG KONG, Sept. 14 (Xinhua) -- Hundreds of Hong Kong residents gathered at the Amoy Plaza in Kowloon on Saturday despite a heat wave, who sang China's national anthem to show their support to a teacher beaten by protesters for singing that song days ago.
The rally started at about 3:00 p.m. local time when the residents waved China's national flag and sang together, before chanting ""Police, keep it up!""
On the evening of Wednesday, a primary school teacher surnamed Lee walked into the Amoy Plaza with three kids. Disagreeing with the protesters, he sang the Chinese national anthem. The infuriated black-clad men punched him in the face, and his mobile phone was taken away.
In the Amoy Plaza on Saturday afternoon some residents held banners saying ""you will never sing alone.""
Yeung Man told Xinhua that her neighbor's kid was in Lee's class and she came voluntarily with nine others in the neighborhood to the rally.
""I would like to show my support to Lee, as well as the Hong Kong police,"" she said. ""I would also like to make our voices heard that we as Hong Kong residents want national unity and 'one country, two systems'.""
""Maybe I didn't have the courage like Lee in the past, but this time I decide to stand out,"" said a 38-year-old Mr. Tuan. ""Violence of the protesters have seriously affected our normal life, and we cannot continue keeping silent.""
During the gathering, protesters dressed in black and wearing face masks appeared outside the plaza. They shouted abusive words at the residents, who responded ""we don't have to wear masks.""
About five minutes later, police officers were called to the scene. Residents at the rally cheered while waving their national flags.
Some participants unfolded a banner that read ""no time to waste for us to protect Hong Kong; residents and police should join hands to work together.""
Ms. Chiu said that her daughter was among the protesters. ""I want to let them know, as a mother, that violence is bad.""
Ms. Yeung said that the protests, which have lasted for three months, tore apart the society. ""The protests sowed discord between friends, colleagues, classmates and even family members,"" she said. ""Some friends stopped speaking to each other, and colleagues poured vitriol to one another.""
She hoped that after the event, the government of the Hong Kong Special Administrative Region could reflect on education. ""Many young people lack the knowledge of Chinese history and especially the Hong Kong history,"" she said. ""They know little about the Chinese mainland. So it is very easy for them to believe in rumors.""
Her view was shared by retiree Cheung Ming-wai. ""The negative information was exaggerated, so that many of the young people could hardly see the good side,"" she said.
She condemned the rioters for bringing chaos and fear to local residents. When violence finally erupted on Saturday afternoon around the Amoy Plaza, many stores on the street closed.
""They blocked traffic, forced subway to stop, and damaged infrastructure of our city,"" Cheung said. ""I am afraid. When they protested, we have to stay indoor. When will this come to an end?"""
Hong Kong's EAC calls for end of violence to hold peaceful election,"HONG KONG, Nov. 7 (Xinhua) -- The Electoral Affairs Commission (EAC) of China's Hong Kong Special Administrative Region (HKSAR) on Thursday called for the stop of all threats and violence so as to hold the 2019 District Council Ordinary Election in a peaceful and orderly manner.
The election will be held on Nov. 24.
A spokesman for the EAC said that over 4.13 million registered electors can vote in the election, and their right for voting should not be interfered by violence or any improper conduct.
The election should be held in a peaceful, fair, open and safe manner, said the spokesman.
As the polling day is approaching, the EAC calls on all sectors of the society to exercise restraint, respect and be inclusive to people with different views.
The EAC is devoting all its efforts to prepare for the election and formulate contingency plans for possible incidents to ensure the election can be held in an open, fair and honest manner, said the spokesman, adding the smooth proceeding of election owes much to the full cooperation of all Hong Kong residents.
The spokesman stressed that it is the expectation of all the candidates and electors to have a smooth election. As such, different sectors of the community should respect each other, and should not sabotage the long-standing good election culture in Hong Kong or obstruct the election.
There have been concerns as continued protests, confrontations and violent incidents have occurred recently, especially during the weekends, with candidates of the election and public figures assaulted and offices of members of the Legislative Council and District Councils vandalized, the spokesman said, adding the situation is indeed worrying and the EAC does not want to see any threat or violence during the election.
Hong Kong is divided into 452 District Council Constituency Areas under 18 districts. The District Council has a function to advise the HKSAR government on district affairs. Each term of office for the District Council is four years."
"Interview: Hong Kong part of China, only China knows how to handle situation: Pakistani senator","by Misbah Saba Malik
ISLAMABAD, Aug. 25 (Xinhua) -- Foreign interference in Hong Kong violates the international law and diplomatic norms, because Hong Kong is China's internal matter, a Pakistani Senator has said.
""China knows how to handle the situation (in Hong Kong) ... We support China on the policy of Hong Kong,"" Mushahid Hussain Syed, chairman of the Pakistani Senate's standing committee on foreign affairs told Xinhua on Saturday.
Pakistan fully supports stability and prosperity of China's Hong Kong and believes that it should not be undermined by any unrest, he said, adding that his country rejects any external interference in Hong Kong as it is an issue of China's territorial integrity and sovereignty.
The senator rebuked western media for negative propaganda on the situation in Hong Kong, saying the U.S. media has a tradition of spreading fake news on the consent of its government.
""They (the western media) are trying to raise the temperature politically to put pressure on China and to destabilize China. So there is always something (in the U.S. media's plan) called the 'China card,' something to put pressure on China ... Now it is Hong Kong,"" he said.
To misguide the world about the real situation in Hong Kong and create undue hype of the protests, western media reports are spreading false information by giving inflated figures of the number of the protestors, the senator said.
""The purpose is manipulated politically to convey messages and to convey a narrative, as if the whole of Hong Kong was in revolt, which is not true at all. They want to encourage and fan the flames of unrest, because it suits them,"" he said.
He also questioned the double standards of western social media giants Twitter and Facebook for their politically motivated censorship policy, under which they suspended hundreds of accounts unveiling real images of violence riots in Hong Kong.
Syed said some images of recent meetings between a U.S. diplomat and Hong Kong's riot figures and separatists were released, which clearly showed the U.S. involvement and interference in Hong Kong.
""We have seen this pattern is being followed in some of the color revolutions, which was used by the United States to deploy, to destabilize certain countries of the world, (as) the same pattern we see in Hong Kong.""
Given the economic development of Hong Kong in the last 20 years, the ""one country, two systems"" policy is proved to be a success, Syed said.
Hong Kong's GDP reached nearly 360 billion U.S. dollars in 2018, over twice that of 1996. The number of visitors to Hong Kong soared from 10.4 million in 1997 to more than 65 million in 2018.
""Now Hong Kong has new opportunities (brought by) the Belt and Road Initiative, as Hong Kong is part of the maritime silk road,"" he added.
""Hong Kong belongs to China, Hong Kong's future will feature prosperity, peace and progress,"" Syed said, adding that no one can separate Hong Kong from China."
"Commissioner's office of Chinese foreign ministry in HK criticizes foreign media's ""irresponsible"" comments","HONG KONG, Aug. 16 (Xinhua) -- The Office of the Commissioner of the Chinese Foreign Ministry in the Hong Kong Special Administrative Region (SAR) has criticized certain foreign media's irresponsible comments on the situation in Hong Kong as ""full of ignorance, prejudice and arrogance.""
In a statement published on its website late Thursday, the commissioner's office said its spokesperson lodged stern representations with the Wall Street Journal immediately after the newspaper published an editorial on Thursday, expressing strong disapproval and firm opposition.
The spokesperson said the editorial, titled ""The Hong Kong Stakes for Trump"", distorts the truth and arbitrarily comments on the Hong Kong situation.
""Such irresponsible remarks are full of ignorance, prejudice and arrogance,"" the spokesperson pointed out.
""Hong Kong is an inalienable part of China, and its affairs are completely China's internal affairs which allow no foreign intervention. The editorial, however, talks about a possible 'invasion of Hong Kong' by China which 'would violate China's treaty with Britain'. Isn't that typical ignorance?""
""It also alleges that the SAR government is 'the real provocateur', accuses the police dedicated to enforcing the law and maintaining the order for 'brutality', and whitewashes the rioters by claiming they have 'reasonable' worries and are part of 'peaceful protests'. Isn't that typical prejudice?""
""Moreover, it puts on an air of a global policeman, petitions to US policymakers and even urges US president to meddle with Hong Kong affairs with 'blunt candor'. What an epitome of arrogance!""
The spokesperson emphasized that the truth can never be overshadowed by ignorance, prejudice and arrogance, and the public will not be easily fooled.
""We urge the relevant media to immediately correct its mistakes, cover Hong Kong in an objective, impartial, balanced and responsible manner, and make constructive efforts to facilitate understanding of Hong Kong and maintain the city's rule of law, prosperity and stability,"" the spokesperson said."
"Interview: Radical protesters responsible for violence in Hong Kong, expert says","by Zhuang Beining, Che Hongliang
YANGON, Aug. 28 (Xinhua) -- Radical protesters should be held responsible for the violence in Hong Kong, a senior Myanmar expert on international studies has said.
The ""one country, two systems"" principle is of constructive significance for regional and global peace, stability and economic development, and the current situation in Hong Kong should be blamed on plotters of the demonstrations and those who destroy peace and create chaos, said U Khin Maung Lynn, joint secretary of the Myanmar Institute for Strategic and International Studies.
The situation in Hong Kong impacts China and the region, U Khin Maung Lynn told Xinhua in a recent interview. ""We are also watching it closely. China, like Myanmar, had been under British oppression before. Chinese leaders formulated the policy of 'one country, two systems,' which multilaterally benefits the Chinese mainland, Hong Kong and the whole region.""
He said that under the principle of ""one country, two systems,"" Hong Kong has been developing increasingly better, promoting the development of Hong Kong and also that of Shenzhen, Macao and other areas connected with Hong Kong. ""When violent demonstrations take place, I express regret and hope the issue will be resolved in a peaceful way.""
""The Hong Kong people certainly want peace, stability and economic development,"" the expert added. ""China also wants Hong Kong to develop. The blame for the current situation rests primarily with those who instigated the demonstrators, saboteurs of peace and those who deliberately created chaos. The rule of law is needed everywhere and I condemn illegal violence.""
Speaking of Western media coverage, U Khin Maung Lynn said that when some conflicts occur in Myanmar, Western media always make some exaggerated reports or even create fake ones for desired effects, and they often turn a blind eye to positive and correct things.
Western media mislead the outside world by such means, which is a moral misconduct, he said.
As to violent demonstrations, U Khin Maung Lynn said the police have anti-violence programs and should control the demonstrators who cause violence. It is the police's duty to protect people's property and enforce the law, he added.
""The Hong Kong issue is China's internal affair...The situation will become more complicated if outsiders intervene, as Myanmar has first-hand experience,"" U Khin Maung Lynn said. ""We hope China will develop. China is a friendly neighbor of Myanmar and the two countries have paukphaw (fraternal) friendship."""
Roundup: Hong Kong violence escalates with cut-throat attack on police,"HONG KONG, Oct. 13 (Xinhua) -- Hong Kong saw another violent night on Sunday as radical protesters, despite smaller in numbers, popped up in various districts to smash shops, vandalize metro stations and launch firebomb and cut-throat attacks against police.
In an alarming escalation of violence, a rioter attacked with a sharp object and slashed an officer's neck at the Mass Transit Railway (MTR) Kwun Tong station at about 5:30 p.m. local time.
The injured officer, with his neck bleeding but in conscious state, has been sent to hospital. Two suspects were arrested at the scene, the Hong Kong police said.
Unauthorized demonstrations and gatherings began to rage multiple locations across Hong Kong on Sunday afternoon, and soon escalated into violence after groups of masked rioters went on rampage again.
Radical protesters were seen hurling bricks and shouting obscenities at police officers. In Sha Tin, thugs threw petrol bombs from height targeting a police vehicle and set it ablaze.
At the busy market areas of Mong Kok, rioters assaulted another police officer, bludgeoning him and attempting to snatch his rifle, a TV footage showed.
As violence continued into the evening, over 20 fire bombs were hurled at the Mong Kok police station at about 9:00 p.m., setting off a huge blaze in its front. An explosion was also heard near a moving police vehicle on the Nathan Road.
Shops with Chinese mainland backgrounds and residents who held different political views were also attacked by roaming battalions of mobsters, who allegedly adopted the strategy of popping up in multiple locations at the same time to maximize disruption.
In an orgy of violence, they blocked major roads and vandalized public facilities, including traffic lights, MTR stations, government buildings, and offices of district councillors. Numerous shops in shopping malls including Starbucks and Huawei were smashed, prompting police to charge into the malls to nab the vandals.
Police said they had fired tear gas to disperse those violent demonstrators after acts of violence and criminal damage were reported in both Sha Tin and Tsuen Wan.
The MTR Corp, operator of Hong Kong's train network, had to suspend train services of all the light rail routes and dozens of MTR stations again as masked rioters vandalized stations and hurled objects into the rail track.
The Hong Kong police said such acts neglected the safety of members of the public as the station was in operation at the material time.
As violence spread, the town hall, a swimming pool, a sports center and some other public facilities in Sha Tin district were forced to close, while all leisure facilities in Tsuen Wan district and all swimming pools in Tuen Mun district have been closed.
Since June, the Asian trading and financial hub has been plagued by unrest originating from protests over the proposed ordinance amendments concerning fugitives' transfers.
Although the HKSAR government has withdrawn the amendments, violence continued as protesters veered off their original agenda to raise the ante, causing a split in society and taking a heavy toll on the economy.
On Sunday night, the HKSAR government expressed ""extreme outrage"" at recurrent violent acts of masked rioters, who it said obviously targeted police officers for attacks."
China voices firm opposition to G7 statement on Hong Kong,"BEIJING, Aug. 27 (Xinhua) -- China on Tuesday voiced strong dissatisfaction with and resolute opposition to ""random accusations"" and ""irresponsible remarks"" on Hong Kong affairs in a statement from the Group of Seven (G7) summit.
Foreign Ministry spokesman Geng Shuang made the remarks at a daily press briefing.
The G7 reportedly reaffirmed the existence and the importance of the 1984 Sino-British Joint Declaration on the Question of Hong Kong and called for avoiding violence in a joint statement issued Monday at the end of a G7 summit held in Biarritz, France.
""As we have emphasized on many occasions, Hong Kong affairs are purely China's internal affairs, and no foreign governments, organizations or individuals have the right to intervene,"" said Geng, when responding to a query about China's comment on the statement from the G7 summit.
The demonstrations and violent protests have been running in Hong Kong for more than two months, and Hong Kong's rule of law, social order, economy and wellbeing of the people, as well as its international image have been severely impacted as a result, Geng said.
""No one cares more about Hong Kong's prosperity and stability than Chinese people, including residents of Hong Kong,"" Geng said. ""(Those) are our own affairs, we will handle them well. G7 members should not poke their noses into others' business with ill-harbored intentions and conspiracies.""
On the aforementioned Joint Declaration between China and Britain, Geng said its ultimate goal and core content were to make sure China would take back Hong Kong in 1997 and the government of the People's Republic of China would resume its exercise of sovereignty over Hong Kong with effect from July 1, 1997.
""Since Hong Kong returned to the motherland in 1997, the Chinese government has exercised jurisdiction over Hong Kong according to the Constitution and the Basic Law,"" he said. ""Based on international law and basic norms governing international relations, no other country or organization is entitled to meddle in Hong Kong affairs under the pretext of the Joint Declaration."""
"Chinese FM denounces violence, foreign interference in Hong Kong","PARIS, Oct. 22 (Xinhua) -- Chinese State Councilor and Foreign Minister Wang Yi here on Monday slammed the violence and foreign interference in Hong Kong.
In an interview with AFP during his visit to France, Wang reiterated that issues related to Hong Kong are China's internal affairs, and that according to the Charter of the United Nations, no country has the right to determine the internal affairs of any other nation.
Wang said one basic fact about Hong Kong is that what is going on in the Chinese city nowadays is in no way peaceful protests, but pure and simple street violence. Some rioters, wearing similar clothes and face masks and holding iron rods and Molotov cocktails, have unscrupulously committed crimes, he added.
Wang accused the mobs of smashing shops, damaging public facilities, beating up innocent citizens, paralyzing airports and even openly attacking police, threatening their lives. These are crimes and cannot be tolerated in any country or any society, Wang said.
Hong Kong has always been advocating the rule of law, any action should be conducted within the framework of the law, and any discontent should not be an excuse for violence, Wang said.
He noted that the most significant thing for Hong Kong now is to stop violence, curb disorder, restore order and administer the city by law.
Wang said another basic fact about Hong Kong is that some foreign forces, including some media outlets, turning a blind eye to what is really happening and even calling white black, have called the street violence a pro-democracy move and branded the police deployment in accordance with law as violence.
Wang said some foreign forces have encouraged and indulged the street crimes so as to upset Hong Kong, and ruin its prosperity built by generations of hard work and its great historic progress achieved since the implementation of the ""one country, two systems"" policy.
These attempts will never and can never succeed, Wang added.
People in Hong Kong will certainly recognize these agendas of the foreign forces, the Hong Kong Special Administrative Region government will certainly restore the rule of law, and China's central government will certainly stick to the ""one country, two systems"" principle according to the constitution and the Basic Law, Wang said.
Wang expressed the hope that people with conscience around the globe will view the situation in Hong Kong objectively and impartially.
The violence in Hong Kong is being imitated elsewhere, for example in Spain's Catalonia, Britain's London, and the streets of Chile, he noted, saying some demonstrators have announced that they would turn their cities into another Hong Kong and imitate the street violence there.
Some even called the violence in Hong Kong ""a beautiful landscape,"" and such remarks made by those people have lost the minimum conscience, Wang said."
Feature: Concerns over unrest haunt Hong Kong's Lan Kwai Fong on Halloween,"HONG KONG, Oct. 31 (Xinhua) -- Lan Kwai Fong, a famous nightclub zone in Hong Kong's Central district that is popular with Halloween revelers, saw a low-profile Halloween eve on Thursday, as many restaurants and bars closed early for safety concerns due to an unauthorized protest.
Posts on LIHKG, an online forum frequently used to initiate illegal demonstrations during the months-long unrest in Hong Kong, have been calling for a march on Thursday evening from Victoria Park in Causeway Bay to Lan Kwai Fong.
The Hong Kong police have warned that the planned march is an unauthorized assembly that will pose serious threat to public order and public safety, and reminded shops in the vicinity to be updated with the latest situation and close earlier if necessary so as to ensure the safety of lives and properties.
Unlike previous years, Lan Kwai Fong was not heavily decorated for Halloween this year, while rows of water-filled barriers were deployed as a precaution on the narrow streets and policemen with riot-control gears could be seen at different intersections in the area before nightfall.
Road closure measures were implemented much earlier than previous years in the area. Several streets around the area were closed from 2 p.m. on Thursday to 6 a.m. Friday.
The MTR Corporation, the operator of Hong Kong's mass transit railway, also said earlier Thursday that considering the risk level for this day, the Central Station near Lan Kwai Fong would be closed from 9 p.m. local time.
Concerns for safety have left many shops in Lan Kwai Fong with low expectations for business on the Halloween eve. A waiter of a restaurant surnamed Lee said the number of customers might decrease by over 60 percent compared with the same period of previous years.
Lan Kwai Fong Association, a non-profit organization that groups over 100 businesses in the area, said there would be no special promotion for Halloween this year due to the recent social atmosphere in Hong Kong.
As the prolonged unrest gripped Hong Kong for over four months, the restaurant and bar sector has seen a remarkable decline in the number of both local customers and visitors, and hundreds of businesses in the sector have been forced to shut down across Hong Kong.
In Lan Kwai Fong, some restaurants that used to be busy were also found closed with leasing ads on their reel gates.
Restaurants and bars were not the only businesses that were suffering. At one entrance of the area, a costume vendor surnamed Wong told Xinhua that he expected a fall by more than half in his sales for the festival this year compared with previous years.
""I don't have high expectations this year. I just hope the community will return to normal soon and the business for next year will improve,"" he said."
Commentary: U.S. opportunists and HK separatists -- expedient bedfellows with doomed plots,"WASHINGTON, Sept. 21 (Xinhua) -- Hong Kong separatist Joshua Wong Chi-fung and some U.S. lawmakers receiving Wong here in recent days have been trying to convince the world that they are the champions of ""freedom"" and ""democracy"" in Hong Kong. The truth is, they are no more than expedient bedfellows.
At a U.S. Congressional committee's hearing on Tuesday and throughout his stay in the United States over the week, Wong fabricated ""police brutality,"" whitewashed rioters' violent crimes that have seriously damaged the economy and people's way of life in the international financial hub, and begged for U.S. intervention in what should be China's internal affairs.
As Wong got down on his knees and fawned before a bunch of U.S. lawmakers like U.S. House Speaker Nancy Pelosi and Senator Marco Rubio of Florida, who has been known for building his political fame on smearing China, he was selling his soul and China's vital sovereign interests to the devil.
On the outside, Wong acted like he cared about the ""one country, two systems"" principle. Yet on the inside, Wong and his like-minded separatist fellows are attempting to court foreign powers to undermine the very policy that has ensured Hong Kong's smooth return to China more than 22 years ago and the city's continued stability and prosperity over the decades, deny Beijing's constitutional responsibilities over Hong Kong, and get more greenbacks and headlines from the United States for their anti-China political movements. In their eyes, Hong Kong's autonomy and Beijing's legitimate jurisdiction are mutually exclusive.
However, these U.S. politicians will disappoint Wong eventually. That's because people like Pelosi and Rubio are pure opportunists who are only interested in using these separatists to get attention and put on get-tough-on-China political shows so as to score cheap political points.
By urging U.S. firms to suspend sales of law enforcement equipment to Hong Kong, staging one-sided hearings and pushing for the so-called Hong Kong Human Rights and Democracy Act, the motives of the Pelosis and the Rubios are simple: to portray themselves as the guardians of Western values.
However, when U.S. police used pepper spray and rubber bullets against demonstrators in the 2011 Occupy Wall Street movement, politicians like Pelosi neither stood up against police brutality nor spoke up for the rights of the protesters. The hypocrisy and double standards of their Hong Kong moves are too obvious to miss.
More ironically, these arrogant politicians seem to be serving American voters by pointing fingers at the internal affairs of other countries. Given America's highly-charged partisan politics and an utterly fractured society, perhaps they find it a lot easier and more cost-effective to make trouble for others than to fix real problems perplexing the United States, like stopping the ever rampant shootings.
What truly matters to them is their own political self-interests, not the so-called human rights or liberty in Hong Kong they pretend to champion or the well-being of the American public, not to mention the interests of those foreign extremists like Wong. As long as they can get elected, nothing seems to be beneath their bottom line, if they have one.
At the end of the day, the plots by Wong, Pelosi and Rubio will go under. They have overestimated their ability to stoke anti-China sentiment in the international community, and underrated Beijing's determination to stop violence and restore order and stability in Hong Kong according to law. More importantly, their ultimate defeat has been preordained by the expedient nature of their bedfellowship."
"HK police warn of escalated violence, vow to bring all offenders to justice","HONG KONG, Aug. 28 (Xinhua) -- Hong Kong police on Wednesday said there has been escalated violence in protests and assemblies over the past two months, pledging every effort to bring all offenders to justice.
Speaking at a daily press conference, Tse Chun-chung, chief superintendent of police public relations branch, said radical acts have sprung up and spread out across various districts in Hong Kong. ""The escalation and extension of violence have caused widespread fear among the public.""
Tse cited the unlawful and violent acts, including setting barricades on major roads, dismantling railings, tying up innocent visitors, throwing petrol bombs and metal sticks, and hitting civilians and reporters.
""These radical protesters are tearing our society apart and tearing down our core values, including the rule of law,"" Tse said, adding that the whole society has started to pay the price.
Retail sales, tourism and logistics bore the first blow and the shadow is looming on the broader economy. As far, 31 countries and regions have issued travel advisories for Hong Kong. ""Visitors are having second thought about coming to Hong Kong. It is high time to stop all acts of violence and restore Hong Kong public safety and order,"" Tse said.
Tse said the Hong Kong police take every case very seriously and have zero-tolerance for all unlawful acts, vowing to make every effort to bring all offenders to justice. Since the past weekend, the Hong Kong police have arrested 26 people suspected of participating in serious violent incidents since June 9.
No on-spot arrest does not mean the police will neglect the crime, Tse said. Over the past two months, nearly 900 people involved in violent incidents have been arrested."
"Feature: Hong Kong residents gather to express reverence to Chinese national emblem, flag","HONG KONG, Aug. 8 (Xinhua) -- A group of Hong Kong residents gathered on Thursday morning at a pier of the Victoria Harbor to express their reverence to the Chinese national emblem and flag. 
To the music of ""Ode to the Motherland,"" they unfurled several Chinese national flags and waved banners that read ""safeguarding the national dignity.""
Later, they sang the national anthem of China in unison, drawing attention and acclaim from a large crowd of passers-by in a luxury shopping district in Tsim Sha Tsui of the Kowloon Peninsula.
""As Chinese, we were all saddened by recent acts of insulting the national emblem and flag,"" said the organizer of the gathering, who only gave his surname Lim. ""We won't allow anyone to tarnish our national image.""
Over the past several days, radical protesters twice removed the Chinese national flags from the flagpole at the pier and flung the flags into the water.
""A national flag represents the dignity of a country. These insulting acts drew an outpouring of anger from all Chinese,"" said an elderly participant named Hsui Kit Fan.
During a demonstration in July, some radical protesters besieged the building of the Liaison Office of the Central People's Government in the Hong Kong Special Administrative Region, and defaced the national emblem.
""We were all furious over the recent incidents of insulting our national emblem and flag. These kinds of acts should never be tolerated,"" said another participant surnamed Wong.
Wong said many of her family members are working in the police force and she felt heartsore to see them work day and night to keep public order.
""I hope the chaotic situation will subside and we can get back to our normal days as soon as possible,"" she said.
In a statement issued by the participants, they called on the law enforcement agencies of Hong Kong to swiftly bring the perpetrators who insulted the national emblem and flag to justice.
""The perpetrators must face severe punishment. This is the only way to prevent the situation from getting worse,"" said the statement.
Over the past two months, protests in Hong Kong have escalated into a spate of violent incidents, threatening social order and endangering public safety.
Hong Kong is facing the most severe situation since its return to the motherland, said Zhang Xiaoming, director of the Hong Kong and Macao Affairs Office of the State Council, on Wednesday.
""The most pressing and overriding task at present is to stop violence, end the chaos and restore order, so as to safeguard our homeland and prevent Hong Kong from sinking into an abyss,"" Zhang said."
"Interview: Restoring social stability crucial to Hong Kong's future, Georgia's former envoy to China says","TBILISI, Sept. 5 (Xinhua) -- Protests in any form should be peaceful, by no means through radical actions and disruption of normal life, David Aptsiauri, former Georgian ambassador to China, has said.
""We think that any protest should be expressed in peaceful ways through dialogue, readiness for consensus solutions and not by means of radical actions and disruption of normal life of the community,"" Aptsiauri, also general director of the Georgian Chamber of Commerce and Industry, told Xinhua recently.
Aptsiauri stressed that social stability is vitally important for further economic development and improvement of living standards in Hong Kong.
Hong Kong's closer cooperation with the Chinese mainland ""means increasing new job opportunities and growth of trade and tourism,"" Aptsiauri said, calling on the people in Hong Kong to cherish and maintain peace and stability.
Aptsiauri recalled he had visited Hong Kong several times as the former ambassador to China and was impressed by the progress the city made after its reunification with the Chinese mainland.
""I would like to reiterate that Georgia firmly supports the 'one country, two systems' principle,"" he said.
Hong Kong has since June suffered from prolonged and escalating violence that originated from demonstrations over proposed ordinance amendments concerning fugitive offenders.
The Hong Kong police said the level of aggression by demonstrators has been the highest in decades."
HKSAR chief executive strongly condemns some protesters' violent acts at LegCo buildi,"HONG KONG, July 2 (Xinhua) -- Chief Executive of China's Hong Kong Special Administrative Region Carrie Lam on Tuesday strongly condemned the violent acts of some protesters who stormed the Legislative Council (LegCo) building.
Lam said she was saddened and shocked by the use of violence and vandalism, stressing that any illegal acts committed by the protesters would be investigated.
""This is something that we should seriously condemn because nothing is more important than the rule of law in Hong Kong,"" she told the media. ""I hope community at large will agree with us that with these violent acts that we have seen, it is right for us to condemn it and hope the society will return to normal as soon as possible."" 
On Monday night, some radical protesters stormed into the Legislative complex and destroyed equipment inside the chamber of the building.
After the midnight, the police cleared roadblocks and drove off protesters who were staying in the Legislative Council complex.
Speaking with the media early Tuesday, Lam said that some protesters confronted the police, blocked roads and used unidentified liquid to attack police officers on Monday.
Some protesters tried to intrude the LegCo Complex, using a roll cage trolley as a battering ram and iron poles to shatter glass doors of the LegCo. They, during the clash, also threw toxic powder at the police.
On Monday evening, a number of protesters stormed into the complex, destroyed the chamber and defaced the Hong Kong emblem."
